ABBV,ABT,ADM,ADP,AFL,ALB,AOS,APD,ATO,BDX,BEN,BFB,BRO,CAH,CAT,CB,CHD,CHRW,CINF,CL,CLX,CVX,DOV,Date,ECL,ED,EMR,ESS,EXPD,FRT,GD,GPC,GWW,HRL,IBM,ITW,JNJ,KMB,KO,LEG,LIN,LOW,MCD,MDT,MKC,MMM,NDSN,NEE,NUE,O,PEP,PG,PNR,PPG,ROP,SHW,SJM,SPGI,SWK,SYY,TGT,TROW,WMT,WST,XOM
0.0,0.0,0.32,0.0,0.215,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0675,0.0,0.0,0.0,0.19,0.45,0.0,0.0,0.0,1.08,0.355412,2017-05,0.0,0.69,0.48,0.0,0.42,0.0,0.0,0.0,1.28,0.0,1.434034,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.175,0.27,0.24575,0.0,0.204457,0.805,0.0,0.0,0.4,0.0,0.283333,0.75,0.41,0.0,0.0,0.6,0.0,0.17,0.0,0.77
0.0,0.0,0.0,0.57,0.0,0.32,0.0,0.95,0.0,0.712195,0.2,0.1464,0.0,0.462,0.0,0.71,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2017-06,0.37,0.0,0.0,1.75,0.0,0.98,0.0,0.675,0.0,0.0,0.0,0.65,0.0,0.97,0.37,0.36,0.788,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.378,0.205426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.57,0.0,0.0,0.0
0.64,0.265,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.4,0.84,0.0,0.0,2017-07,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.46,0.235,0.0,0.0,0.0,0.0,0.205426,0.0,0.69,0.231699,0.0,0.35,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.13,0.0
0.0,0.0,0.32,0.0,0.215,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0675,0.0,0.0,0.0,0.19,0.45,0.0,0.0,0.0,1.08,0.379645,2017-08,0.0,0.69,0.48,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1.434034,0.0,0.84,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,1.175,0.3,0.24575,0.0,0.205426,0.805,0.0,0.0,0.45,0.0,0.283333,0.78,0.41,0.63,0.0,0.62,0.0,0.17,0.0,0.77
0.0,0.0,0.0,0.57,0.0,0.32,0.0,0.0,0.0,0.712195,0.2,0.1464,0.0,0.462,0.0,0.71,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2017-09,0.37,0.0,0.0,1.75,0.0,1.0,0.0,0.675,0.0,0.0,0.0,0.78,0.0,0.97,0.37,0.36,0.788,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.378,0.205426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0
0.64,0.265,0.0,0.0,0.0,0.0,0.14,0.95,0.0,0.0,0.0,0.0,0.075,0.0,0.78,0.0,0.0,0.0,0.0,0.4,0.84,0.0,0.0,2017-10,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.235,0.0,0.0,0.0,0.0,0.205426,0.0,0.69,0.231699,0.0,0.35,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.14,0.0
0.0,0.0,0.32,0.0,0.225,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.5,0.0,0.0,1.08,0.379645,2017-11,0.0,0.69,0.485,0.0,0.42,0.0,0.0,0.0,1.28,0.0,1.434034,0.0,0.84,0.0,0.37,0.0,0.0,0.0,1.01,0.0,0.0,1.175,0.0,0.24575,0.0,0.205426,0.805,0.0,0.0,0.45,0.0,0.283333,0.78,0.41,0.63,0.0,0.62,0.0,0.0,0.0,0.77
0.0,0.0,0.0,0.63,0.0,0.32,0.0,0.95,0.0,0.731707,0.23,0.1584,0.0,0.462,0.0,0.71,0.0,0.46,0.5,0.0,0.0,0.0,0.0,2017-12,0.41,0.0,0.0,1.75,0.0,1.0,0.0,0.675,0.0,0.0,0.0,0.78,0.0,0.97,0.0,0.36,0.788,0.0,0.0,0.46,0.26,0.0,0.3,0.0,0.38,0.206395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.17,0.0,0.0
0.71,0.28,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.4,0.84,0.0,0.0,2018-01,0.0,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.212209,0.0,0.69,0.235057,0.0,0.413,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.14,0.0
0.0,0.0,0.335,0.0,0.26,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,1.12,0.379645,2018-02,0.0,0.715,0.485,0.0,0.0,0.0,0.0,0.0,1.28,0.0,1.434034,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.01,0.0,0.0,1.36,0.3,0.2775,0.0,0.212209,0.0,0.0,0.0,0.45,0.0,0.286667,0.78,0.5,0.0,0.0,0.62,0.0,0.0,0.0,0.77
0.0,0.0,0.0,0.63,0.0,0.335,0.0,1.1,0.0,0.731707,0.23,0.158,0.0,0.462,0.0,0.71,0.0,0.46,0.53,0.0,0.0,0.0,0.0,2018-03,0.41,0.0,0.0,1.86,0.0,1.0,0.0,0.72,0.0,0.0,0.0,0.78,0.0,1.0,0.39,0.36,0.825,0.0,0.0,0.46,0.0,0.0,0.0,0.0,0.38,0.213178,0.805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.7,0.173333,0.0,0.0
0.96,0.28,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.42,0.96,0.0,0.0,2018-04,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.213178,0.0,0.717,0.235057,0.0,0.413,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.14,0.0
0.0,0.0,0.335,0.0,0.26,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.218,0.46,0.0,0.0,0.0,1.12,0.47,2018-05,0.0,0.715,0.485,0.0,0.45,0.0,0.0,0.0,1.36,0.0,1.500956,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36,0.3,0.0,0.0,0.213178,0.928,0.0,0.0,0.45,0.0,0.286667,0.78,0.5,0.0,0.0,0.62,0.0,0.173333,0.0,0.82
0.0,0.0,0.0,0.69,0.0,0.335,0.0,1.1,0.0,0.731707,0.23,0.158,0.0,0.476,0.0,0.73,0.0,0.0,0.53,0.0,0.0,0.0,0.0,2018-06,0.41,0.0,0.0,1.86,0.0,1.0,0.0,0.72,0.0,0.0,0.0,0.78,0.0,1.0,0.39,0.38,0.825,0.0,1.01,0.0,0.0,0.0,0.0,0.2775,0.38,0.213178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.7,0.0,0.0,0.0
0.96,0.28,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.42,0.96,0.0,0.0,2018-07,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.5,0.26,0.0,0.0,0.0,0.0,0.213178,0.0,0.717,0.387996175,0.0,0.413,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.14,0.0
0.0,0.0,0.335,0.0,0.26,0.0,0.0,0.0,0.485,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,1.12,0.48,2018-08,0.0,0.715,0.485,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.500956,0.0,0.9,0.0,0.0,0.0,0.825,0.0,1.01,0.0,0.0,1.36,0.35,0.2775,0.0,0.213178,0.0,0.0,0.0,0.48,0.0,0.286667,0.85,0.5,0.0,0.0,0.64,0.0,0.173333,0.0,0.82
0.0,0.0,0.0,0.69,0.0,0.335,0.0,1.1,0.0,0.731707,0.23,0.158,0.0,0.476,0.0,0.73,0.0,0.46,0.53,0.0,0.0,0.0,0.0,2018-09,0.41,0.0,0.0,1.86,0.0,1.02,0.0,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.39,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.214147,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.7,0.0,0.0,0.0
0.96,0.28,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.86,0.0,0.0,0.0,0.0,0.42,0.96,0.0,0.0,2018-10,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.214147,0.0,0.717,0.387996175,0.0,0.413,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.15,0.0
0.0,0.0,0.335,0.0,0.26,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218,0.0,0.0,0.0,0.0,1.12,0.48,2018-11,0.0,0.715,0.49,0.0,0.45,0.0,0.0,0.0,1.36,0.0,1.500956,0.0,0.9,0.0,0.39,0.0,0.0,0.0,1.16,0.0,0.0,1.36,0.0,0.2775,0.0,0.214147,0.0,0.0,0.0,0.48,0.0,0.286667,0.85,0.5,0.66,0.0,0.64,0.0,0.0,0.0,0.82
0.0,0.0,0.0,0.79,0.0,0.335,0.0,1.1,0.0,0.75122,0.26,0.166,0.0,0.476,0.0,0.73,0.0,0.5,0.53,0.0,0.0,0.0,0.0,2018-12,0.46,0.0,0.0,1.86,0.0,1.02,0.0,0.72,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.38,0.825,0.0,0.0,0.5,0.285,0.0,0.35,0.0,0.4,0.214147,0.928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.173333,0.0,0.0
1.07,0.32,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.42,0.96,0.0,0.0,2019-01,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.218992,0.0,0.717,0.3990817800000001,0.0,0.463,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.15,0.0
0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.228,0.5,0.0,0.0,0.0,1.19,0.48,2019-02,0.0,0.74,0.49,0.0,0.0,0.0,0.0,0.0,1.36,0.0,1.500956,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,1.44,0.35,0.3125,0.0,0.218992,0.928,0.0,0.0,0.48,0.0,0.376667,0.85,0.57,0.0,0.0,0.64,0.0,0.0,0.0,0.82
0.0,0.0,0.0,0.79,0.0,0.368,0.0,1.16,0.0,0.75122,0.26,0.166,0.0,0.476,0.0,0.73,0.0,0.0,0.56,0.0,0.0,0.0,0.0,2019-03,0.46,0.0,0.0,1.95,0.0,1.02,0.0,0.763,0.0,0.0,0.0,1.0,0.0,1.03,0.4,0.38,0.875,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.4,0.218992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.76,0.176667,0.0,0.0
1.07,0.32,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.43,0.96,0.0,0.0,2019-04,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.285,0.0,0.0,0.0,0.0,0.218992,0.0,0.746,0.3990817800000001,0.0,0.463,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.15,0.0
0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,1.19,0.48,2019-05,0.0,0.74,0.49,0.0,0.5,0.0,0.0,0.0,1.44,0.0,1.548757,0.0,0.95,0.0,0.0,0.0,0.875,0.0,1.16,0.0,0.0,1.44,0.35,0.3125,0.0,0.218992,0.0,0.0,0.0,0.48,0.0,0.376667,0.85,0.57,0.0,0.0,0.64,0.0,0.176667,0.0,0.87
0.0,0.0,0.0,0.79,0.0,0.368,0.0,1.16,0.0,0.75122,0.26,0.166,0.0,0.481,0.0,0.75,0.0,0.5,0.56,0.0,0.0,0.0,0.0,2019-06,0.46,0.0,0.0,1.95,0.0,1.02,0.0,0.763,0.0,0.0,0.0,1.0,0.0,1.03,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.219961,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.76,0.0,0.0,0.0
1.07,0.32,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.43,1.06,0.0,0.0,2019-07,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.54,0.285,0.0,0.0,0.0,0.0,0.219961,0.0,0.746,0.3990817800000001,0.0,0.463,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.15,0.0
0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,1.19,0.49,2019-08,0.0,0.74,0.49,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.548757,0.0,0.95,0.0,0.0,0.0,0.875,0.0,1.16,0.0,0.0,1.44,0.38,0.3125,0.0,0.219961,0.0,0.0,0.0,0.51,0.0,0.376667,0.88,0.57,0.69,0.0,0.66,0.0,0.176667,0.0,0.87
0.0,0.0,0.0,0.79,0.0,0.368,0.0,1.16,0.0,0.75122,0.26,0.166,0.0,0.481,0.0,0.75,0.0,0.5,0.56,0.0,0.0,0.0,0.0,2019-09,0.46,0.0,0.0,1.95,0.0,1.05,0.0,0.763,0.0,0.0,0.0,1.07,0.0,1.03,0.4,0.4,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.4,0.219961,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0
1.07,0.32,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.43,1.06,0.0,0.0,2019-10,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.285,0.0,0.0,0.0,0.0,0.219961,0.0,0.746,0.3990817800000001,0.0,0.463,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.16,0.0
0.0,0.0,0.35,0.0,0.27,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.0,1.19,0.49,2019-11,0.0,0.74,0.5,0.0,0.5,0.0,0.0,0.0,1.44,0.0,1.548757,0.0,0.95,0.0,0.4,0.0,0.0,0.0,1.25,0.0,0.0,1.44,0.0,0.3125,0.0,0.219961,0.0,0.0,0.0,0.51,0.0,0.376667,0.88,0.57,0.69,0.0,0.66,0.0,0.0,0.0,0.87
0.0,0.0,0.0,0.91,0.0,0.368,0.0,1.16,0.0,0.770732,0.27,0.174,0.0,0.481,0.0,0.75,0.0,0.51,0.56,0.0,0.0,0.0,0.0,2019-12,0.47,0.0,0.0,1.95,0.0,1.05,0.0,0.763,0.0,0.0,0.0,1.07,0.0,1.03,0.0,0.4,0.875,0.0,0.0,0.54,0.31,0.0,0.38,0.0,0.403,0.22093,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.176667,0.0,0.0
1.18,0.36,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.43,1.06,0.0,0.0,2020-01,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.225775,0.0,0.746,0.42125299,0.0,0.513,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.16,0.0
0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.29,0.49,2020-02,0.0,0.765,0.5,0.0,0.0,0.0,0.0,0.0,1.44,0.0,1.548757,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.47,0.38,0.35,0.0,0.225775,0.0,0.0,0.0,0.51,0.0,0.446667,0.88,0.67,0.0,0.0,0.66,0.0,0.0,0.0,0.87
0.0,0.0,0.0,0.91,0.0,0.385,0.0,1.34,0.0,0.770732,0.27,0.174,0.0,0.481,0.0,0.75,0.0,0.51,0.6,0.0,0.0,0.0,0.0,2020-03,0.47,0.0,0.0,2.078,0.0,1.05,0.0,0.79,0.0,0.0,0.0,1.07,0.0,1.07,0.41,0.4,0.963,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.403,0.225775,0.955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.9,0.18,0.0,0.0
1.18,0.36,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.44,1.06,0.0,0.0,2020-04,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.225775,0.0,0.791,0.42125299,0.0,0.513,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.16,0.0
0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.29,0.49,2020-05,0.0,0.765,0.5,0.0,0.52,0.0,0.0,0.0,1.44,0.0,1.558317,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.47,0.38,0.0,0.0,0.225775,0.0,0.0,0.0,0.51,0.0,0.446667,0.88,0.67,0.0,0.0,0.66,0.0,0.18,0.0,0.87
0.0,0.0,0.0,0.91,0.0,0.385,0.0,1.34,0.0,0.770732,0.0,0.174,0.0,0.486,0.0,0.78,0.0,0.51,0.6,0.0,0.0,0.0,0.0,2020-06,0.47,0.0,0.0,2.078,0.0,1.05,0.0,0.79,0.0,0.0,0.0,1.07,0.0,1.07,0.41,0.4,0.963,0.0,0.0,0.58,0.0,0.0,0.0,0.35,0.403,0.226744,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.9,0.0,0.0,0.0
1.18,0.36,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.27,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.44,1.11,0.0,0.0,2020-07,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.226744,0.0,0.791,0.42125299,0.0,0.513,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.16,0.0
0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,0.575,0.0,0.0,0.0,0.085,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,1.29,0.495,2020-08,0.0,0.765,0.5,0.0,0.0,0.0,0.0,0.0,1.53,0.0,1.558317,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.47,0.39,0.35,0.0,0.226744,0.0,0.0,0.0,0.54,0.0,0.446667,0.9,0.67,0.7,0.0,0.68,0.0,0.18,0.0,0.87
0.0,0.0,0.0,0.91,0.0,0.385,0.0,1.34,0.0,0.770732,0.27,0.174,0.0,0.486,0.0,0.78,0.0,0.51,0.6,0.0,0.0,0.0,0.0,2020-09,0.47,0.0,0.0,2.078,0.0,1.06,0.0,0.79,0.0,0.0,0.0,1.14,0.0,1.07,0.41,0.4,0.963,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.403,0.226744,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0
