ABBV,ABT,ADM,ADP,AFL,ALB,AOS,APD,ATO,BDX,BEN,BFB,BRO,CAH,CAT,CB,CHD,CHRW,CINF,CL,CLX,CVX,DOV,Date,ECL,ED,EMR,ESS,EXPD,FRT,GD,GPC,GWW,HRL,IBM,ITW,JNJ,KMB,KO,LEG,LIN,LOW,MCD,MDT,MKC,MMM,NDSN,NEE,NUE,O,PEP,PG,PNR,PPG,ROP,SHW,SJM,SPGI,SWK,SYY,TGT,TROW,WMT,WST,XOM
1.18,0.36,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,2020-10,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.226744,0.0,0.791,0.42125299,0.0,0.513,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.36,0.0,0.28,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.24,0.0,0.0,0.0,1.11,1.29,0.495,2020-11,0.0,0.765,0.505,0.0,0.52,0.0,0.0,0.0,1.53,0.0,1.558317,0.0,1.01,0.0,0.41,0.0,0.0,0.0,1.29,0.0,0.0,1.47,0.0,0.35,0.0,0.226744,0.0,0.0,0.0,0.54,0.0,0.446667,0.9,0.67,0.7,0.0,0.68,0.0,0.0,0.17,0.87
0.0,0.0,0.0,0.93,0.0,0.385,0.0,1.34,0.0,0.809756,0.28,0.18,0.0,0.486,0.0,0.78,0.0,0.51,0.6,0.0,0.0,0.0,0.0,2020-12,0.48,0.0,0.0,2.078,0.0,1.06,0.0,0.79,0.0,0.0,0.0,1.14,0.0,1.07,0.0,0.4,0.963,0.0,0.0,0.58,0.34,0.0,0.39,0.0,0.405,0.227713,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.18,0.0,0.0
1.3,0.45,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.44,1.11,0.0,0.0,2021-01,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227713,0.0,0.791,0.4434242,0.0,0.563,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,0.17,0.0
0.0,0.0,0.37,0.0,0.33,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,1.29,0.495,2021-02,0.0,0.775,0.505,0.0,0.0,0.0,0.0,0.0,1.53,0.0,1.558317,0.0,1.01,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,1.48,0.39,0.385,0.0,0.227713,0.0,0.0,0.0,0.54,0.0,0.55,0.9,0.77,0.0,0.0,0.68,0.0,0.0,0.0,0.87
0.0,0.0,0.0,0.93,0.0,0.39,0.0,1.5,0.0,0.809756,0.28,0.18,0.0,0.486,0.0,0.78,0.0,0.51,0.63,0.0,0.0,0.0,0.0,2021-03,0.48,0.0,0.0,2.09,0.0,1.06,0.0,0.815,0.0,0.0,0.0,1.14,0.0,1.14,0.42,0.4,1.06,0.0,0.0,0.58,0.0,0.0,0.0,0.0,0.405,0.227713,1.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.45,0.0,1.08,0.183333,0.0,0.0
1.3,0.45,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,0.0,0.0,0.0,0.45,1.11,0.0,0.0,2021-04,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.227713,0.0,0.87,0.4434242,0.0,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0
0.0,0.0,0.37,0.0,0.33,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,1.34,0.495,2021-05,0.0,0.775,0.505,0.0,0.58,0.0,0.0,0.0,1.62,0.0,1.567878,0.0,1.06,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,1.48,0.39,0.0,0.0,0.227713,0.0,0.0,0.0,0.54,0.0,0.55,0.9,0.77,0.0,0.0,0.68,0.0,0.183333,0.0,0.87
0.0,0.0,0.0,0.93,0.0,0.39,0.0,1.5,0.0,0.809756,0.28,0.18,0.0,0.491,0.0,0.8,0.0,0.51,0.63,0.0,0.0,0.0,0.0,2021-06,0.48,0.0,0.0,2.09,0.0,1.06,0.0,0.815,0.0,0.0,0.0,1.14,0.0,1.14,0.42,0.42,1.06,0.0,0.0,0.63,0.0,0.0,0.0,0.385,0.405,0.228682,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,1.08,0.0,0.0,0.0
1.3,0.45,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.45,1.16,0.0,0.0,2021-07,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.228682,0.0,0.87,0.4434242,0.0,0.563,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.17,0.0
0.0,0.0,0.37,0.0,0.33,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.093,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,1.34,0.5,2021-08,0.0,0.775,0.505,0.0,0.0,0.0,0.0,0.0,1.62,0.0,1.567878,0.0,1.06,0.0,0.0,0.0,0.0,0.0,1.29,0.0,0.0,1.48,0.51,0.385,0.0,0.228682,0.0,0.0,0.0,0.59,0.0,0.55,0.99,0.77,0.0,0.0,0.9,0.0,0.183333,0.0,0.87
0.0,0.0,0.0,0.93,0.0,0.39,0.0,1.5,0.0,0.809756,0.28,0.18,0.0,0.491,0.0,0.8,0.0,0.51,0.63,0.0,0.0,0.0,0.0,2021-09,0.48,0.0,0.0,2.09,0.0,1.07,0.0,0.815,0.0,0.0,0.0,1.22,0.0,1.14,0.42,0.42,1.06,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.405,0.228682,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.47,0.0,1.08,0.0,0.0,0.0
1.3,0.45,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.45,1.16,0.0,0.0,2021-10,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.4434242,0.0,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.37,0.0,0.33,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.253,0.0,0.0,0.0,0.0,1.34,0.5,2021-11,0.0,0.775,0.515,0.0,0.58,0.0,0.0,0.0,1.62,0.0,1.64,0.0,1.06,0.0,0.42,0.0,0.0,0.0,1.38,0.0,0.0,1.48,0.0,0.385,0.0,0.474682,0.0,0.0,0.0,0.59,0.0,0.55,0.99,0.77,0.79,0.0,0.9,0.0,0.0,0.18,0.88
0.0,0.0,0.0,1.04,0.0,0.39,0.0,1.5,0.0,0.84878,0.29,0.189,0.0,0.491,0.0,0.8,0.0,1.1,0.63,0.0,0.0,0.0,0.0,2021-12,0.51,0.0,0.0,2.09,0.0,1.07,0.0,0.815,0.0,0.0,0.0,1.22,0.0,1.14,0.0,0.42,1.06,0.0,0.0,0.63,0.37,0.0,0.51,0.0,0.5,0.247,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.183333,0.0,0.0
0.0,0.0,0.0,1.04,0.0,0.39,0.0,1.5,0.0,0.84878,0.29,0.189,0.0,0.491,0.0,0.8,0.0,1.1,0.63,0.0,0.0,0.0,0.0,2021-12,0.51,0.0,0.0,2.09,0.0,1.07,0.0,0.815,0.0,0.0,0.0,1.22,0.0,1.14,0.0,0.42,1.06,0.0,0.0,0.63,0.37,0.0,0.51,0.0,0.5,0.247,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,0.183333,0.0,0.0
1.41,0.47,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.45,1.16,0.0,0.0,2022-01,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.247,0.0,0.87,0.46559541,0.0,0.62,0.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.18,0.0
0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,1.42,0.5,2022-02,0.0,0.79,0.515,0.0,0.0,0.0,0.0,0.0,1.62,0.0,1.64,0.0,1.06,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.49,0.51,0.425,0.0,0.247,0.0,0.0,0.0,0.59,0.0,0.6,0.99,0.77,0.0,0.0,0.9,0.0,0.0,0.0,0.88
0.0,0.0,0.0,1.04,0.0,0.395,0.0,1.62,0.0,0.84878,0.29,0.189,0.0,0.491,0.0,0.8,0.0,0.55,0.69,0.0,0.0,0.0,0.0,2022-03,0.51,0.0,0.0,2.2,0.0,1.07,0.0,0.895,0.0,0.0,0.0,1.22,0.0,1.16,0.44,0.42,1.17,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.5,0.247,1.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.47,0.0,1.2,0.186667,0.0,0.0
1.41,0.47,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,0.0,0.47,1.16,0.0,0.0,2022-04,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.247,0.0,0.913,0.46559541,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,1.42,0.5,2022-05,0.0,0.79,0.515,0.0,0.67,0.0,0.0,0.0,1.72,0.0,1.65,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.49,0.51,0.425,0.0,0.247,0.0,0.0,0.0,0.59,0.0,0.6,0.99,0.85,0.0,0.0,0.9,0.0,0.186667,0.0,0.88
0.0,0.0,0.0,1.04,0.0,0.395,0.0,1.62,0.0,0.87,0.29,0.189,0.0,0.496,0.0,0.83,0.0,0.55,0.69,0.0,0.0,0.0,0.0,2022-06,0.51,0.0,0.0,2.2,0.0,1.07,1.26,0.895,0.0,0.0,0.0,1.22,0.0,1.16,0.44,0.44,1.17,0.0,1.38,0.68,0.0,0.0,0.0,0.0,0.5,0.248,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.49,0.0,1.2,0.0,0.0,0.0
1.41,0.47,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.47,1.18,0.0,0.0,2022-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.248,0.0,0.913,0.46559541,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0
0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.103,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,1.42,0.505,2022-08,0.0,0.79,0.515,0.0,0.0,0.0,0.0,0.0,1.72,0.0,1.65,0.0,1.13,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,1.49,0.65,0.425,0.0,0.248,0.0,0.0,0.0,0.62,0.0,0.6,1.02,0.85,0.0,0.0,1.08,0.0,0.186667,0.0,0.88
0.0,0.0,0.0,1.04,0.0,0.395,0.0,1.62,0.0,0.87,0.29,0.189,0.0,0.496,0.0,0.83,0.0,0.55,0.69,0.0,0.0,0.0,0.0,2022-09,0.51,0.0,0.0,2.2,0.0,1.08,0.0,0.895,0.0,0.0,0.0,1.31,0.0,1.16,0.44,0.44,1.17,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.5,0.248,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.2,0.0,0.0,0.0
1.41,0.47,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.47,1.18,0.0,0.0,2022-10,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.37,0.0,0.0,0.0,0.0,0.248,0.0,0.913,0.46559541,0.0,0.62,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.263,0.0,0.0,0.0,0.0,1.42,0.505,2022-11,0.0,0.79,0.52,0.0,0.67,0.0,0.0,0.0,1.72,0.0,1.65,0.0,1.13,0.0,0.44,0.0,0.0,0.0,1.52,0.0,0.0,1.49,0.0,0.425,0.0,0.248,0.0,0.0,0.0,0.62,0.0,0.6,1.02,0.85,0.8,0.0,1.08,0.0,0.0,0.19,0.91
0.0,0.0,0.0,1.25,0.0,0.395,0.0,1.62,0.0,0.91,0.3,0.206,0.0,0.496,0.0,0.83,0.0,0.61,0.69,0.0,0.0,0.0,0.0,2022-12,0.53,0.0,0.0,2.2,0.0,1.08,0.0,0.895,0.0,0.0,0.0,1.31,0.0,1.16,0.0,0.44,1.17,0.0,0.0,0.68,0.39,0.0,0.65,0.0,0.51,0.249,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.186667,0.0,0.0
1.48,0.51,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.47,1.18,0.0,0.0,2023-01,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.249,0.0,0.913,0.4877666200000001,0.0,0.683,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.19,0.0
0.0,0.0,0.45,0.0,0.42,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,1.51,0.505,2023-02,0.0,0.81,0.52,0.0,0.0,0.0,0.0,0.0,1.72,0.0,1.65,0.0,1.13,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.5,0.65,0.468,0.0,0.255,0.0,0.0,0.0,0.62,0.0,0.605,1.02,0.9,0.0,0.0,1.08,0.0,0.0,0.0,0.91
0.0,0.0,0.0,1.25,0.0,0.4,0.0,1.75,0.0,0.91,0.3,0.206,0.0,0.496,0.0,0.83,0.0,0.61,0.75,0.0,0.0,0.0,0.0,2023-03,0.53,0.0,0.0,2.31,0.0,1.08,0.0,0.95,0.0,0.0,0.0,1.31,0.0,1.18,0.46,0.44,1.275,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.51,0.255,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.22,0.19,0.0,0.0
1.48,0.51,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.48,1.18,0.0,0.0,2023-04,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.255,0.0,0.941,0.4877666200000001,0.0,0.683,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.19,0.0
0.0,0.0,0.45,0.0,0.42,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.273,0.0,0.0,0.0,0.0,1.51,0.505,2023-05,0.0,0.81,0.52,0.0,0.69,0.0,0.0,0.0,1.86,0.0,1.66,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.65,0.468,0.0,0.255,0.0,0.0,0.0,0.62,0.0,0.605,1.02,0.9,0.0,0.0,1.08,0.0,0.19,0.0,0.91
0.0,0.0,0.0,1.25,0.0,0.4,0.0,1.75,0.0,0.91,0.3,0.206,0.0,0.501,0.0,0.86,0.0,0.61,0.75,0.0,0.0,0.0,0.0,2023-06,0.53,0.0,0.0,2.31,0.0,1.08,0.0,0.95,0.0,0.0,0.0,1.31,0.0,1.18,0.46,0.46,1.275,0.0,1.52,0.69,0.0,0.0,0.0,0.0,0.51,0.256,1.265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.22,0.0,0.0,0.0
1.48,0.51,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,2023-07,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.256,0.0,0.941,0.4877666200000001,0.0,0.683,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.19,0.0
0.0,0.0,0.45,0.0,0.42,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.115,0.0,0.0,0.0,0.273,0.61,0.0,0.0,1.2,1.51,0.51,2023-08,0.0,0.81,0.52,0.0,0.0,0.0,0.0,0.0,1.86,0.0,1.66,0.0,1.19,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,1.5,0.68,0.468,0.0,0.256,1.265,0.0,0.0,0.65,0.0,0.605,1.06,0.9,0.0,0.0,1.1,0.0,0.19,0.0,0.91
0.0,0.0,0.0,1.25,0.0,0.4,0.0,1.75,0.0,0.91,0.3,0.206,0.0,0.0,0.0,0.86,0.0,0.0,0.75,0.0,0.0,0.0,0.0,2023-09,0.53,0.0,0.0,2.31,0.0,1.09,0.0,0.95,0.0,0.0,0.0,1.4,0.0,1.18,0.46,0.46,1.275,0.0,0.0,0.69,0.0,0.0,0.0,0.0,0.51,0.256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,1.22,0.0,0.0,0.0
1.48,0.51,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.13,0.501,1.3,0.0,0.0,0.0,0.0,0.48,1.2,0.0,0.0,2023-10,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.256,0.0,0.941,0.4877666200000001,0.0,0.683,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.45,0.0,0.42,0.0,0.0,0.0,0.805,0.0,0.0,0.218,0.0,0.0,0.0,0.0,0.273,0.61,0.0,0.0,0.0,1.51,0.51,2023-11,0.0,0.81,0.525,0.0,0.69,0.0,0.0,0.95,1.86,0.0,1.66,0.0,1.19,0.0,0.46,0.0,0.0,0.0,1.67,0.0,0.0,1.5,0.0,0.468,0.0,0.256,1.265,0.0,0.0,0.65,0.0,0.605,1.06,0.9,0.81,0.0,1.1,0.0,0.0,0.2,0.95
0.0,0.0,0.0,1.4,0.0,0.4,0.0,1.75,0.0,0.95,0.0,0.0,0.0,0.501,0.0,0.86,0.0,0.0,0.75,0.0,0.0,0.0,0.0,2023-12,0.57,0.0,0.0,2.31,0.0,1.09,0.0,0.0,0.0,0.0,0.0,1.4,0.0,1.18,0.0,0.46,1.275,0.0,0.0,0.69,0.42,0.0,0.68,0.0,0.54,0.257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.19,0.0,0.0
1.55,0.55,0.0,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.31,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.48,1.2,0.0,0.0,2024-01,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.0,0.283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.257,0.0,0.941,0.5099378300000001,0.0,0.75,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.0
0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.805,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.284,0.61,0.0,0.0,0.0,1.63,0.51,2024-02,0.0,0.83,0.525,0.0,0.0,0.0,0.0,1.0,1.86,0.0,1.66,0.0,1.19,0.0,0.0,0.0,0.0,0.0,1.67,0.0,0.0,1.51,0.68,0.515,0.0,0.257,1.265,0.0,0.0,0.65,0.0,0.715,1.06,0.91,0.0,0.0,1.1,0.0,0.0,0.0,0.95
